freq,iccs,unit,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 
A,ICCS0501,P_HTHAB,LT	: 	109.86 	113.54 	102.66 	91.98 	90.94 	70.60 	58.73 	43.81 	29.40 
A,ICCS0501,P_HTHAB,LU	602.64 	632.91 	794.64 	374.98 	328.33 	342.66 	609.13 	575.18 	476.60 	489.34 
A,ICCS0501,P_HTHAB,LV	47.78 	47.19 	30.58 	25.23 	323.27 	268.24 	252.12 	219.27 	199.35 	146.79 
A,ICCS0501,P_HTHAB,ME	222.95 	190.21 	153.01 	150.94 	136.13 	145.09 	109.42 	100.29 	70.59 	74.11 
A,ICCS0501,P_HTHAB,MK	727.50 	732.63 	634.53 	: 	: 	: 	: 	: 	: 	: 
A,ICCS0501,P_HTHAB,MT	402.83 	341.27 	381.77 	236.76 	239.33 	275.26 	254.57 	257.31 	201.34 	169.15 
A,ICCS0501,P_HTHAB,NL	723.57 	717.96 	614.20 	571.51 	498.29 	437.29 	367.26 	341.10 	286.28 	211.81 
A,ICCS0501,P_HTHAB,NO	348.81 	311.60 	291.51 	: 	: 	: 	: 	: 	: 	: 
A,ICCS0501,P_HTHAB,PL	336.18 	311.42 	281.17 	249.12 	210.52 	178.32 	182.08 	188.01 	196.27 	194.17 
A,ICCS0501,P_HTHAB,PT	415.87 	366.06 	331.94 	283.24 	253.28 	221.86 	221.86 	208.55 	185.83 	159.31 
A,ICCS0501,P_HTHAB,RO	97.16 	97.77 	256.26 	148.77 	138.32 	138.35 	155.96 	150.11 	133.17 	135.49 
A,ICCS0501,P_HTHAB,RS	243.96 	441.33 	374.83 	316.27 	278.14 	239.25 	206.43 	171.04 	137.14 	142.88 
A,ICCS0501,P_HTHAB,SE	928.69 	894.24 	865.92 	923.93 	904.02 	900.25 	769.88 	737.52 	785.66 	703.48 
A,ICCS0501,P_HTHAB,SI	686.26 	746.54 	659.99 	496.93 	518.70 	423.64 	406.26 	400.64 	395.11 	224.90 
A,ICCS0501,P_HTHAB,SK	219.36 	206.38 	174.06 	126.57 	115.37 	105.24 	83.19 	67.79 	68.25 	59.47 
A,ICCS0501,P_HTHAB,TR	159.97 	: 	: 	: 	: 	: 	148.99 	126.45 	115.19 	114.23 
A,ICCS0501,P_HTHAB,UKC-L	815.67 	780.87 	718.55 	695.62 	708.87 	747.32 	717.21 	: 	: 	: 
A,ICCS0501,P_HTHAB,UKM	405.46 	418.64 	386.08 	329.26 	303.15 	279.42 	253.40 	: 	: 	: 
A,ICCS0501,P_HTHAB,UKN	523.44 	499.55 	483.81 	496.24 	397.84 	365.36 	340.52 	: 	: 	: 
A,ICCS0501,P_HTHAB,XK	: 	: 	: 	: 	336.08 	289.99 	289.24 	231.50 	215.42 	: 
A,ICCS05012,P_HTHAB,AL	: 	: 	57.21 	47.95 	42.13 	39.80 	42.43 	40.42 	31.41 	26.29 
A,ICCS05012,P_HTHAB,AT	184.10 	195.79 	201.13 	180.92 	149.31 	133.94 	110.53 	99.31 	73.26 	51.13 
A,ICCS05012,P_HTHAB,BE	681.76 	676.25 	650.00 	584.80 	489.49 	461.00 	450.38 	410.88 	293.12 	288.95 
A,ICCS05012,P_HTHAB,BG	88.11 	87.80 	73.77 	61.55 	: 	: 	93.55 	79.81 	68.13 	57.04 
A,ICCS05012,P_HTHAB,CH	450.06 	493.49 	450.84 	372.24 	312.80 	286.01 	276.12 	249.88 	213.86 	210.30 
A,ICCS05012,P_HTHAB,CY	233.18 	206.15 	189.39 	160.80 	128.25 	107.98 	: 	: 	: 	: 
A,ICCS05012,P_HTHAB,CZ	52.15 	151.75 	122.07 	89.65 	76.05 	68.37 	56.82 	61.27 	51.54 	48.79 
A,ICCS05012,P_HTHAB,DE	179.41 	185.66 	188.35 	205.84 	184.08 	141.22 	117.77 	104.97 	90.21 	65.22 
A,ICCS05012,P_HTHAB,DK	1038.02 	1008.92 	900.02 	807.92 	777.59 	702.60 	688.80 	601.89 	466.08 	394.26 
A,ICCS05012,P_HTHAB,EE	205.10 	161.49 	157.47 	126.40 	100.92 	73.35 	57.23 	45.29 	43.79 	36.92 
A,ICCS05012,P_HTHAB,EL	254.30 	232.19 	209.40 	221.24 	217.18 	91.88 	79.39 	85.92 	59.94 	55.39 
A,ICCS05012,P_HTHAB,ES	270.03 	272.74 	261.82 	248.23 	243.97 	225.87 	229.68 	209.48 	152.92 	159.29 
A,ICCS05012,P_HTHAB,FI	116.29 	105.92 	116.76 	109.11 	96.57 	86.69 	89.35 	82.20 	85.50 	70.44 
A,ICCS05012,P_HTHAB,FR	364.73 	381.75 	357.31 	348.61 	361.29 	: 	: 	: 	: 	: 
A,ICCS05012,P_HTHAB,HR	132.46 	140.68 	116.42 	116.18 	105.21 	109.14 	109.95 	94.60 	79.77 	63.60 
A,ICCS05012,P_HTHAB,HU	239.02 	218.05 	244.26 	205.88 	: 	: 	: 	: 	: 	: 
A,ICCS05012,P_HTHAB,IS	141.75 	118.69 	119.45 	122.15 	92.92 	113.20 	145.79 	: 	106.55 	132.87 
A,ICCS05012,P_HTHAB,IT	399.63 	421.25 	420.99 	386.09 	352.84 	323.20 	316.40 	276.39 	183.60 	210.54 
A,ICCS05012,P_HTHAB,LI	139.82 	249.74 	312.42 	272.98 	204.67 	: 	: 	: 	: 	: 
A,ICCS05012,P_HTHAB,LT	117.39 	109.86 	113.54 	102.66 	91.98 	90.94 	70.60 	58.73 	43.81 	29.40 
A,ICCS05012,P_HTHAB,LU	354.77 	414.87 	603.08 	478.90 	368.42 	: 	: 	: 	171.86 	180.71 
A,ICCS05012,P_HTHAB,LV	35.75 	34.74 	21.58 	12.84 	88.02 	73.28 	66.33 	53.54 	43.67 	27.57 
A,ICCS05012,P_HTHAB,MK	96.47 	127.96 	139.46 	: 	: 	: 	: 	: 	: 	: 
A,ICCS05012,P_HTHAB,MT	240.45 	184.40 	219.10 	165.83 	177.72 	185.32 	181.63 	165.33 	121.07 	111.02 
A,ICCS05012,P_HTHAB,NL	512.90 	509.40 	423.28 	392.44 	334.09 	288.79 	245.27 	225.58 	181.44 	136.85 
A,ICCS05012,P_HTHAB,NO	120.08 	108.05 	98.57 	: 	: 	: 	: 	: 	: 	: 
A,ICCS05012,P_HTHAB,PL	70.47 	60.11 	33.04 	30.04 	: 	55.62 	51.06 	49.56 	48.12 	47.31 
A,ICCS05012,P_HTHAB,PT	238.57 	211.74 	185.21 	156.01 	138.95 	119.31 	118.17 	106.66 	89.05 	81.76 
A,ICCS05012,P_HTHAB,RO	76.09 	75.35 	128.30 	76.07 	75.07 	73.70 	84.91 	85.42 	78.94 	78.34 
A,ICCS05012,P_HTHAB,RS	93.37 	94.63 	85.45 	77.46 	111.60 	92.55 	84.68 	71.00 	53.84 	54.11 
A,ICCS05012,P_HTHAB,SE	417.09 	425.43 	393.76 	435.94 	428.60 	434.22 	364.90 	337.80 	379.99 	347.77 
A,ICCS05012,P_HTHAB,SI	132.18 	185.30 	178.06 	151.10 	154.25 	140.62 	126.52 	121.05 	127.58 	65.06 
A,ICCS05012,P_HTHAB,SK	58.53 	59.62 	50.00 	35.49 	32.51 	30.26 	24.32 	18.20 	17.42 	13.94 
A,ICCS05012,P_HTHAB,TR	72.51 	: 	: 	: 	: 	: 	91.75 	76.63 	70.23 	67.54 
A,ICCS05012,P_HTHAB,UKC-L	403.19 	373.49 	343.76 	337.18 	354.61 	426.08 	401.15 	: 	: 	: 
A,ICCS05012,P_HTHAB,UKM	295.05 	307.02 	284.14 	243.65 	223.86 	201.17 	176.07 	: 	: 	: 
A,ICCS05012,P_HTHAB,UKN	322.61 	317.74 	310.95 	330.30 	267.04 	: 	: 	: 	: 	: 
A,ICCS05012,P_HTHAB,XK	: 	: 	: 	: 	252.14 	: 	: 	: 	: 	: 
A,ICCS0502,P_HTHAB,AL	: 	: 	274.90 	242.98 	196.17 	177.15 	188.62 	168.84 	111.11 	106.19 
A,ICCS0502,P_HTHAB,AT	1742.60 	1822.11 	1742.86 	1635.37 	1651.67 	1501.41 	1346.62 	1302.92 	951.95 	819.61 
A,ICCS0502,P_HTHAB,BA	173.86 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,ICCS0502,P_HTHAB,BE	2144.43 	2007.85 	1864.29 	2196.73 	2055.54 	1969.42 	1948.04 	1956.68 	1357.70 	1428.70 
A,ICCS0502,P_HTHAB,BG	606.81 	621.26 	569.25 	531.99 	457.48 	576.57 	523.71 	473.88 	388.92 	353.28 
A,ICCS0502,P_HTHAB,CH	2705.06 	2455.37 	2145.07 	1916.94 	1757.62 	1680.66 	1550.49 	1552.41 	1409.73 	1356.19 
A,ICCS0502,P_HTHAB,CY	181.78 	146.90 	115.38 	111.33 	86.17 	112.19 	82.85 	73.30 	57.77 	58.82 
A,ICCS0502,P_HTHAB,CZ	1142.53 	1200.28 	993.72 	810.06 	674.86 	624.84 	560.20 	561.98 	426.77 	248.45 
A,ICCS0502,P_HTHAB,DE	1578.00 	1600.86 	1636.98 	1661.33 	1570.39 	1401.36 	1307.46 	1235.04 	1120.39 	1004.59 
A,ICCS0502,P_HTHAB,DK	5044.60 	4802.85 	4456.42 	3990.80 	3951.31 	3721.21 	3162.31 	2928.71 	2439.43 	2134.02 
A,ICCS0502,P_HTHAB,EE	1405.66 	1247.18 	1196.06 	863.51 	682.55 	580.18 	561.20 	513.58 	516.41 	564.86 
A,ICCS0502,P_HTHAB,EL	563.28 	489.02 	464.09 	507.93 	530.04 	860.55 	748.07 	800.26 	568.61 	551.92 
A,ICCS0502,P_HTHAB,ES	353.06 	349.82 	333.79 	442.96 	351.16 	349.09 	360.50 	374.65 	220.82 	262.25 
A,ICCS0502,P_HTHAB,FI	2337.30 	2528.60 	2521.71 	2430.26 	2309.58 	2201.92 	2143.85 	2224.23 	2440.25 	2242.66 
A,ICCS0502,P_HTHAB,FR	1798.31 	2118.89 	2167.66 	2101.67 	2251.41 	2228.96 	2170.64 	2194.61 	1744.79 	1786.35 
A,ICCS0502,P_HTHAB,HR	403.37 	329.67 	283.58 	320.62 	303.98 	298.81 	296.92 	291.00 	256.72 	255.80 
A,ICCS0502,P_HTHAB,HU	1601.37 	1254.20 	1082.67 	1129.57 	952.06 	819.95 	656.45 	582.92 	516.31 	436.02 
A,ICCS0502,P_HTHAB,IE	1660.87 	1708.33 	1673.60 	1554.55 	1312.17 	1398.78 	1334.74 	1333.62 	982.53 	891.23 
A,ICCS0502,P_HTHAB,IS	1297.66 	1274.48 	1126.90 	1225.16 	1044.12 	1129.60 	942.75 	973.69 	962.01 	1020.09 
A,ICCS0502,P_HTHAB,IT	1795.91 	2183.71 	2167.27 	2021.70 	1867.31 	1765.93 	1680.73 	1541.83 	1049.00 	1183.42 
A,ICCS0502,P_HTHAB,LI	540.10 	632.50 	576.37 	516.51 	520.97 	394.08 	425.04 	463.81 	343.25 	: 
A,ICCS0502,P_HTHAB,LT	781.65 	940.54 	947.69 	779.90 	691.11 	598.33 	456.87 	390.17 	338.11 	276.71 
A,ICCS0502,P_HTHAB,LU	1761.06 	1924.26 	1866.36 	1632.98 	1727.38 	1708.24 	1712.94 	1616.73 	1478.66 	1717.58 
A,ICCS0502,P_HTHAB,LV	1043.67 	1019.01 	1028.15 	976.14 	739.99 	745.29 	726.18 	682.88 	670.92 	417.28 
A,ICCS0502,P_HTHAB,ME	138.16 	119.02 	143.52 	132.94 	81.32 	80.82 	70.70 	66.38 	51.46 	54.29 
A,ICCS0502,P_HTHAB,MK	292.94 	268.15 	241.22 	: 	: 	: 	: 	: 	: 	: 
A,ICCS0502,P_HTHAB,MT	2081.21 	2009.90 	1927.20 	2015.40 	2030.60 	1793.41 	1372.29 	1343.51 	889.69 	867.66 
A,ICCS0502,P_HTHAB,NL	2347.68 	2335.85 	2171.04 	1982.87 	1790.76 	1516.82 	1361.88 	1353.19 	1176.24 	1052.96 
A,ICCS0502,P_HTHAB,NO	3116.11 	2889.17 	2584.55 	2222.55 	2005.61 	1791.05 	1743.33 	1774.40 	1611.88 	1467.77 
A,ICCS0502,P_HTHAB,PL	606.22 	557.35 	443.39 	382.08 	332.90 	281.58 	260.25 	270.15 	259.55 	287.32 
A,ICCS0502,P_HTHAB,PT	970.09 	904.92 	873.10 	948.78 	863.57 	858.82 	850.93 	799.10 	632.86 	621.02 
A,ICCS0502,P_HTHAB,RO	282.30 	287.50 	824.15 	545.72 	466.08 	489.47 	514.10 	494.19 	454.34 	471.44 
A,ICCS0502,P_HTHAB,RS	248.04 	430.02 	374.35 	344.13 	316.98 	294.76 	268.24 	259.49 	219.84 	252.68 
A,ICCS0502,P_HTHAB,SE	4306.93 	4298.52 	4141.40 	4100.05 	3810.73 	3602.88 	3303.14 	3216.50 	3011.72 	2784.26 
A,ICCS0502,P_HTHAB,SI	1649.48 	1697.18 	1460.54 	1105.16 	1036.44 	994.19 	898.94 	862.41 	770.47 	634.76 
A,ICCS0502,P_HTHAB,SK	642.63 	382.71 	342.84 	444.37 	292.47 	373.39 	248.83 	222.35 	209.62 	179.48 
A,ICCS0502,P_HTHAB,TR	321.08 	: 	: 	: 	: 	: 	310.19 	264.22 	238.25 	251.45 
A,ICCS0502,P_HTHAB,UKC-L	2414.98 	2337.36 	2342.92 	2354.96 	2524.38 	2686.01 	2702.02 	: 	: 	: 
A,ICCS0502,P_HTHAB,UKM	1781.88 	1914.81 	1780.27 	1619.49 	1578.45 	1598.29 	1592.24 	: 	: 	: 
A,ICCS0502,P_HTHAB,UKN	1309.78 	1493.93 	1460.35 	1392.41 	1294.58 	1253.97 	1288.84 	: 	: 	: 
A,ICCS0502,P_HTHAB,XK	: 	: 	: 	: 	710.82 	312.25 	309.65 	269.26 	237.02 	: 
A,ICCS05021,P_HTHAB,AL	: 	: 	13.84 	9.57 	10.32 	11.44 	8.78 	11.11 	6.99 	7.32 
A,ICCS05021,P_HTHAB,AT	52.88 	135.80 	121.13 	113.60 	103.83 	57.14 	48.25 	44.22 	34.91 	31.29 
A,ICCS05021,P_HTHAB,BA	34.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,ICCS05021,P_HTHAB,BE	155.14 	141.50 	141.16 	172.43 	154.18 	139.58 	123.02 	109.98 	79.04 	80.95 
A,ICCS05021,P_HTHAB,BG	42.06 	49.19 	51.35 	49.15 	38.57 	28.77 	4.65 	4.43 	6.04 	4.42 
A,ICCS05021,P_HTHAB,CH	96.67 	78.39 	81.16 	76.78 	72.63 	78.82 	90.05 	104.00 	114.11 	147.17 
A,ICCS05021,P_HTHAB,CY	202.90 	152.10 	138.34 	113.46 	116.58 	112.31 	: 	: 	: 	: 
A,ICCS05021,P_HTHAB,CZ	470.86 	507.03 	390.82 	288.35 	86.80 	77.64 	66.23 	62.62 	56.92 	40.09 
A,ICCS05021,P_HTHAB,DE	79.69 	73.93 	72.31 	69.66 	72.57 	65.58 	60.92 	58.49 	51.59 	47.11 
A,ICCS05021,P_HTHAB,DK	6.00 	5.14 	5.05 	4.06 	4.22 	3.79 	4.00 	4.25 	4.53 	2.67 
A,ICCS05021,P_HTHAB,EE	46.78 	41.43 	45.37 	38.41 	28.34 	13.68 	10.16 	12.30 	8.13 	8.27 
A,ICCS05021,P_HTHAB,EL	281.12 	261.73 	228.67 	244.28 	242.77 	330.96 	227.94 	202.43 	143.68 	139.49 
A,ICCS05021,P_HTHAB,ES	100.66 	88.81 	78.40 	67.03 	68.21 	70.70 	64.69 	61.62 	42.14 	42.81 
A,ICCS05021,P_HTHAB,FI	163.20 	139.70 	146.42 	134.87 	114.25 	106.32 	103.86 	101.45 	117.03 	101.02 
A,ICCS05021,P_HTHAB,FR	273.19 	264.07 	256.41 	252.78 	241.93 	: 	: 	: 	: 	: 
A,ICCS05021,P_HTHAB,HR	26.71 	20.32 	14.91 	17.99 	21.24 	20.56 	22.48 	25.42 	17.32 	16.97 
A,ICCS05021,P_HTHAB,HU	69.68 	57.44 	48.63 	32.22 	: 	: 	: 	: 	: 	: 
A,ICCS05021,P_HTHAB,IE	184.99 	160.29 	167.41 	104.80 	71.87 	72.26 	77.07 	73.00 	52.09 	55.43 
A,ICCS05021,P_HTHAB,IS	104.83 	74.26 	120.37 	20.96 	17.14 	23.64 	22.10 	7.28 	7.96 	3.53 
A,ICCS05021,P_HTHAB,IT	330.99 	307.42 	290.31 	272.47 	258.70 	240.57 	233.34 	219.25 	169.42 	185.99 
A,ICCS05021,P_HTHAB,LI	16.45 	13.57 	13.47 	37.47 	82.40 	5.29 	13.12 	10.42 	15.49 	: 
A,ICCS05021,P_HTHAB,LT	57.40 	50.61 	42.64 	38.96 	43.72 	35.08 	28.02 	23.84 	20.33 	11.91 
A,ICCS05021,P_HTHAB,LU	70.88 	425.48 	407.51 	53.65 	42.00 	48.76 	48.67 	49.52 	40.57 	41.28 
A,ICCS05021,P_HTHAB,LV	44.50 	66.56 	66.10 	74.67 	49.52 	17.54 	17.32 	22.50 	39.21 	21.97 
A,ICCS05021,P_HTHAB,ME	6.93 	6.28 	3.38 	5.14 	6.11 	4.98 	4.98 	4.50 	5.31 	5.80 
A,ICCS05021,P_HTHAB,MK	18.01 	24.58 	26.24 	: 	: 	: 	: 	: 	: 	: 
A,ICCS05021,P_HTHAB,MT	73.29 	77.13 	56.89 	53.34 	58.93 	72.13 	66.64 	49.64 	44.70 	49.22 
A,ICCS05021,P_HTHAB,NL	234.13 	229.21 	222.50 	212.51 	184.11 	162.46 	158.17 	163.00 	155.19 	126.23 
A,ICCS05021,P_HTHAB,NO	159.51 	131.33 	128.94 	103.84 	85.75 	77.15 	76.70 	72.46 	75.66 	58.35 
A,ICCS05021,P_HTHAB,PL	42.64 	47.91 	44.93 	40.28 	37.77 	32.78 	28.89 	28.65 	29.21 	27.85 
A,ICCS05021,P_HTHAB,PT	150.82 	141.11 	131.61 	115.83 	111.50 	99.46 	95.85 	91.24 	84.34 	72.68 
A,ICCS05021,P_HTHAB,RO	8.10 	14.45 	27.21 	23.45 	6.90 	14.90 	10.69 	10.17 	8.70 	6.20 
A,ICCS05021,P_HTHAB,RS	38.26 	30.90 	26.52 	23.75 	21.17 	22.09 	17.48 	13.53 	10.26 	8.94 
A,ICCS05021,P_HTHAB,SE	305.03 	290.12 	280.56 	272.03 	255.65 	240.76 	215.44 	196.00 	206.94 	179.19 
A,ICCS05021,P_HTHAB,SI	26.22 	30.16 	28.82 	37.57 	39.48 	26.82 	26.27 	26.14 	28.58 	18.87 
A,ICCS05021,P_HTHAB,SK	47.11 	44.93 	42.41 	35.64 	30.79 	28.04 	24.60 	19.12 	17.99 	14.71 
A,ICCS05021,P_HTHAB,TR	41.50 	: 	: 	: 	67.57 	65.46 	45.40 	34.68 	39.09 	39.66 
A,ICCS05021,P_HTHAB,UKC-L	141.60 	132.68 	132.28 	142.01 	167.13 	191.29 	203.72 	: 	: 	: 
A,ICCS05021,P_HTHAB,UKM	108.00 	112.33 	101.60 	93.87 	97.01 	92.78 	91.04 	: 	: 	: 
A,ICCS05021,P_HTHAB,UKN	115.51 	116.11 	110.22 	91.92 	84.00 	75.48 	77.40 	: 	: 	: 
A,ICCS05021,P_HTHAB,XK	: 	: 	: 	: 	16.65 	13.06 	11.90 	8.24 	6.51 	: 
A,ICCS0601,P_HTHAB,AL	: 	: 	61.32 	80.74 	113.26 	72.55 	67.10 	70.26 	73.75 	109.59 
A,ICCS0601,P_HTHAB,AT	23.67 	322.19 	342.83 	385.72 	416.97 	486.72 	466.74 	494.05 	458.20 	396.98 
A,ICCS0601,P_HTHAB,BA	1.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,ICCS0601,P_HTHAB,BE	102.16 	102.31 	493.09 	468.59 	491.38 	513.17 	524.50 	553.00 	534.74 	480.49 
A,ICCS0601,P_HTHAB,BG	40.40 	41.90 	44.70 	55.68 	66.23 	70.25 	78.52 	78.14 	70.70 	71.05 
A,ICCS0601,P_HTHAB,CH	1167.39 	1210.20 	994.96 	1045.54 	999.96 	951.05 	899.42 	886.61 	797.12 	702.25 
A,ICCS0601,P_HTHAB,CY	119.49 	115.03 	125.87 	109.80 	103.26 	109.97 	132.14 	117.82 	95.27 	93.53 
A,ICCS0601,P_HTHAB,CZ	36.30 	48.66 	53.24 	52.66 	52.75 	52.93 	51.51 	45.25 	39.19 	39.21 
A,ICCS0601,P_HTHAB,DE	295.22 	314.85 	342.63 	348.05 	368.23 	400.60 	423.54 	433.33 	439.78 	434.19 
A,ICCS0601,P_HTHAB,DK	414.67 	460.18 	499.23 	438.41 	414.96 	481.56 	521.86 	567.58 	536.19 	490.85 
A,ICCS0601,P_HTHAB,EE	348.32 	351.32 	307.95 	378.90 	429.58 	441.46 	341.51 	301.78 	278.49 	272.17 
A,ICCS0601,P_HTHAB,EL	91.50 	95.18 	99.34 	99.35 	102.80 	118.82 	125.95 	126.76 	119.63 	112.17 
A,ICCS0601,P_HTHAB,ES	30.99 	30.59 	28.83 	25.98 	26.80 	27.85 	30.29 	35.42 	36.15 	38.64 
A,ICCS0601,P_HTHAB,FI	372.17 	417.49 	399.56 	428.25 	457.80 	502.23 	529.21 	582.09 	667.11 	505.80 
A,ICCS0601,P_HTHAB,FR	9.04 	9.84 	10.46 	11.25 	362.98 	339.98 	368.68 	364.16 	323.43 	426.74 
A,ICCS0601,P_HTHAB,HR	170.60 	62.95 	63.74 	67.26 	277.21 	284.31 	272.78 	272.16 	227.10 	221.76 
A,ICCS0601,P_HTHAB,HU	52.49 	54.58 	61.99 	61.16 	58.57 	65.96 	82.03 	66.94 	66.57 	71.64 
A,ICCS0601,P_HTHAB,IE	357.45 	333.82 	342.03 	311.12 	323.93 	340.00 	367.13 	420.00 	447.22 	384.39 
A,ICCS0601,P_HTHAB,IS	586.40 	663.03 	721.59 	571.25 	555.14 	641.05 	642.85 	608.98 	475.10 	457.17 
A,ICCS0601,P_HTHAB,IT	57.00 	56.26 	53.83 	52.28 	58.00 	63.28 	64.11 	63.02 	56.80 	50.42 
A,ICCS0601,P_HTHAB,LI	704.59 	1172.70 	1018.07 	738.64 	1185.48 	1295.95 	1870.70 	2066.29 	2730.53 	1223.91 
A,ICCS0601,P_HTHAB,LT	100.08 	79.21 	87.89 	86.40 	79.21 	92.07 	114.64 	110.19 	105.22 	112.49 
