freq,iccs,unit,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 
A,ICCS0601,P_HTHAB,LU	492.14 	599.96 	762.26 	830.43 	690.85 	454.23 	498.83 	690.35 	737.73 	594.43 
A,ICCS0601,P_HTHAB,LV	134.49 	80.89 	134.75 	177.69 	135.25 	153.27 	134.77 	122.66 	103.53 	77.28 
A,ICCS0601,P_HTHAB,ME	30.15 	27.70 	28.80 	29.58 	33.11 	37.12 	39.53 	47.74 	45.19 	55.90 
A,ICCS0601,P_HTHAB,MK	28.84 	: 	1.06 	0.82 	1.50 	: 	: 	: 	: 	: 
A,ICCS0601,P_HTHAB,MT	48.62 	49.36 	44.71 	35.71 	48.18 	67.35 	73.16 	32.21 	32.65 	116.84 
A,ICCS0601,P_HTHAB,NL	96.50 	95.86 	90.28 	81.80 	73.33 	68.61 	72.64 	80.57 	73.70 	66.04 
A,ICCS0601,P_HTHAB,NO	885.46 	936.12 	888.18 	805.15 	694.41 	638.70 	597.34 	540.39 	480.63 	324.93 
A,ICCS0601,P_HTHAB,PL	200.60 	189.00 	167.83 	144.76 	159.21 	170.26 	158.18 	176.00 	175.32 	183.99 
A,ICCS0601,P_HTHAB,PT	43.99 	44.34 	45.56 	51.07 	55.56 	62.86 	63.55 	55.94 	38.52 	43.12 
A,ICCS0601,P_HTHAB,RO	14.29 	12.28 	12.07 	25.42 	22.63 	31.20 	43.44 	41.73 	34.20 	40.72 
A,ICCS0601,P_HTHAB,RS	66.15 	78.65 	86.99 	80.20 	99.20 	119.41 	145.90 	160.09 	155.47 	141.98 
A,ICCS0601,P_HTHAB,SE	1026.89 	1037.84 	1018.36 	990.61 	949.62 	1027.08 	1073.94 	1127.92 	1222.41 	1158.39 
A,ICCS0601,P_HTHAB,SI	85.62 	83.15 	80.64 	84.20 	69.62 	78.61 	73.40 	60.17 	65.32 	61.31 
A,ICCS0601,P_HTHAB,SK	14.04 	35.67 	29.71 	32.28 	27.51 	27.23 	28.90 	31.61 	27.72 	33.08 
A,ICCS0601,P_HTHAB,UKC-L	52.77 	51.71 	49.21 	45.07 	43.55 	45.38 	50.59 	: 	: 	: 
A,ICCS0601,P_HTHAB,UKM	102.35 	668.07 	688.34 	660.41 	605.01 	596.43 	638.49 	: 	: 	: 
A,ICCS0601,P_HTHAB,UKN	50.14 	243.40 	269.42 	291.46 	295.74 	334.61 	363.97 	: 	: 	: 
A,ICCS0601,P_HTHAB,XK	: 	: 	: 	: 	33.08 	74.46 	85.68 	82.59 	68.07 	: 
A,ICCS0701,P_HTHAB,AL	: 	: 	: 	: 	31.75 	35.39 	32.78 	30.53 	28.04 	: 
A,ICCS0701,P_HTHAB,AT	: 	: 	: 	: 	374.04 	399.53 	429.13 	560.20 	611.28 	: 
A,ICCS0701,P_HTHAB,BE	: 	: 	: 	: 	491.53 	510.89 	579.47 	692.59 	811.55 	: 
A,ICCS0701,P_HTHAB,BG	: 	: 	: 	: 	50.39 	47.45 	40.43 	30.04 	24.04 	: 
A,ICCS0701,P_HTHAB,CH	: 	: 	: 	: 	197.23 	168.98 	206.50 	224.23 	243.85 	: 
A,ICCS0701,P_HTHAB,CY	: 	: 	: 	: 	27.35 	28.78 	26.27 	25.23 	27.48 	: 
A,ICCS0701,P_HTHAB,CZ	: 	: 	: 	: 	93.20 	82.73 	79.63 	86.19 	74.36 	: 
A,ICCS0701,P_HTHAB,DE	: 	: 	: 	: 	1094.05 	1103.17 	1015.53 	1003.34 	971.63 	: 
A,ICCS0701,P_HTHAB,DK	: 	: 	: 	: 	688.28 	764.30 	749.81 	820.30 	925.06 	: 
A,ICCS0701,P_HTHAB,EE	: 	: 	: 	: 	128.04 	118.65 	110.15 	136.85 	138.83 	: 
A,ICCS0701,P_HTHAB,EL	: 	: 	: 	: 	35.15 	30.21 	29.64 	29.91 	37.87 	: 
A,ICCS0701,P_HTHAB,ES	: 	: 	: 	: 	394.07 	461.22 	619.78 	697.99 	761.74 	: 
A,ICCS0701,P_HTHAB,FI	: 	: 	: 	: 	816.21 	641.80 	647.53 	730.24 	853.02 	: 
A,ICCS0701,P_HTHAB,FR	: 	: 	: 	: 	296.71 	260.30 	269.16 	309.85 	345.47 	: 
A,ICCS0701,P_HTHAB,HR	: 	: 	: 	: 	90.82 	63.53 	75.22 	80.91 	61.78 	: 
A,ICCS0701,P_HTHAB,HU	: 	: 	: 	: 	457.76 	259.14 	215.53 	173.30 	158.16 	: 
A,ICCS0701,P_HTHAB,IE	: 	: 	: 	: 	103.72 	82.43 	94.24 	115.23 	118.08 	: 
A,ICCS0701,P_HTHAB,IS	: 	: 	: 	: 	: 	136.84 	154.11 	166.95 	184.82 	: 
A,ICCS0701,P_HTHAB,IT	: 	: 	: 	: 	300.18 	320.30 	361.86 	406.27 	475.65 	: 
A,ICCS0701,P_HTHAB,LI	: 	: 	: 	: 	465.15 	343.82 	411.92 	466.41 	454.23 	: 
A,ICCS0701,P_HTHAB,LT	: 	: 	: 	: 	99.36 	105.31 	99.08 	106.69 	96.20 	: 
A,ICCS0701,P_HTHAB,LU	: 	: 	: 	: 	171.63 	99.55 	107.31 	121.19 	235.58 	: 
A,ICCS0701,P_HTHAB,LV	: 	: 	: 	: 	90.71 	77.07 	90.88 	82.29 	90.74 	: 
A,ICCS0701,P_HTHAB,ME	: 	: 	: 	: 	7.88 	: 	0.96 	7.23 	9.33 	: 
A,ICCS0701,P_HTHAB,MT	: 	: 	: 	: 	111.01 	170.98 	216.94 	166.34 	157.61 	: 
A,ICCS0701,P_HTHAB,NL	: 	: 	: 	: 	371.04 	: 	: 	: 	: 	: 
A,ICCS0701,P_HTHAB,NO	: 	: 	: 	: 	409.94 	377.97 	425.48 	394.73 	353.94 	: 
A,ICCS0701,P_HTHAB,PL	: 	: 	: 	: 	286.16 	339.82 	309.22 	368.77 	364.05 	: 
A,ICCS0701,P_HTHAB,PT	: 	: 	: 	: 	188.39 	222.44 	232.41 	301.42 	359.40 	: 
A,ICCS0701,P_HTHAB,RO	: 	: 	: 	: 	: 	51.93 	53.74 	58.42 	58.06 	: 
A,ICCS0701,P_HTHAB,RS	: 	: 	: 	: 	31.73 	29.03 	28.08 	25.19 	17.90 	: 
A,ICCS0701,P_HTHAB,SE	: 	: 	: 	: 	2207.49 	2536.88 	2976.31 	2867.82 	2701.06 	: 
A,ICCS0701,P_HTHAB,SI	: 	: 	: 	: 	212.34 	193.72 	189.03 	189.92 	161.22 	: 
A,ICCS0701,P_HTHAB,SK	: 	: 	: 	: 	42.61 	52.67 	48.37 	41.54 	36.35 	: 
A,ICCS0701,P_HTHAB,TR	: 	: 	: 	: 	98.42 	: 	: 	: 	: 	: 
A,ICCS0701,P_HTHAB,XK	: 	: 	: 	: 	30.37 	30.00 	34.92 	36.64 	26.26 	: 
A,ICCS0703,P_HTHAB,AL	: 	: 	: 	: 	35.89 	40.12 	35.99 	46.46 	29.76 	34.53 
A,ICCS0703,P_HTHAB,AT	: 	: 	: 	: 	36.22 	36.58 	35.29 	35.65 	32.34 	32.63 
A,ICCS0703,P_HTHAB,BE	: 	: 	: 	: 	45.60 	40.49 	41.49 	41.68 	37.29 	40.73 
A,ICCS0703,P_HTHAB,BG	: 	: 	: 	: 	3.12 	3.28 	9.55 	8.36 	6.99 	8.17 
A,ICCS0703,P_HTHAB,CH	: 	: 	: 	: 	45.02 	40.25 	0.22 	0.16 	0.24 	0.69 
A,ICCS0703,P_HTHAB,CY	: 	: 	: 	: 	4.83 	3.63 	1.97 	1.83 	1.46 	1.34 
A,ICCS0703,P_HTHAB,CZ	: 	: 	: 	: 	28.04 	25.74 	24.47 	21.96 	15.79 	13.02 
A,ICCS0703,P_HTHAB,DE	: 	: 	: 	: 	7.91 	4.67 	4.80 	5.00 	5.01 	6.15 
A,ICCS0703,P_HTHAB,DK	: 	: 	: 	: 	91.92 	64.66 	83.60 	87.15 	66.51 	81.80 
A,ICCS0703,P_HTHAB,EE	: 	: 	: 	: 	: 	22.12 	28.50 	5.43 	6.09 	6.54 
A,ICCS0703,P_HTHAB,EL	: 	: 	: 	: 	: 	8.38 	6.13 	5.73 	5.66 	7.09 
A,ICCS0703,P_HTHAB,ES	: 	: 	: 	: 	2.46 	2.42 	2.09 	1.88 	1.61 	2.18 
A,ICCS0703,P_HTHAB,FI	: 	: 	: 	: 	66.83 	64.78 	69.76 	71.77 	73.14 	66.86 
A,ICCS0703,P_HTHAB,FR	: 	: 	: 	: 	3.01 	2.94 	3.52 	3.56 	3.40 	4.04 
A,ICCS0703,P_HTHAB,HR	: 	: 	: 	: 	21.60 	18.32 	12.54 	19.26 	13.26 	22.59 
A,ICCS0703,P_HTHAB,HU	: 	: 	: 	: 	11.85 	13.07 	22.89 	18.48 	24.33 	66.96 
A,ICCS0703,P_HTHAB,IE	: 	: 	: 	: 	: 	0.08 	0.12 	0.10 	0.12 	0.16 
A,ICCS0703,P_HTHAB,IT	: 	: 	: 	: 	35.12 	5.90 	5.57 	5.80 	6.32 	6.49 
A,ICCS0703,P_HTHAB,LI	: 	: 	: 	: 	10.63 	15.87 	36.73 	28.66 	25.81 	35.85 
A,ICCS0703,P_HTHAB,LT	: 	: 	: 	: 	26.35 	26.30 	19.76 	17.72 	19.72 	22.32 
A,ICCS0703,P_HTHAB,LU	: 	: 	: 	: 	0.87 	0.17 	0.50 	0.16 	0.80 	0.63 
A,ICCS0703,P_HTHAB,LV	: 	: 	: 	: 	14.58 	9.49 	12.51 	18.44 	9.54 	10.83 
A,ICCS0703,P_HTHAB,ME	: 	: 	: 	: 	12.86 	12.21 	38.88 	27.64 	24.76 	28.68 
A,ICCS0703,P_HTHAB,MT	: 	: 	: 	: 	1.11 	0.65 	1.68 	0.81 	3.11 	5.04 
A,ICCS0703,P_HTHAB,NL	: 	: 	: 	: 	40.67 	39.46 	38.59 	38.22 	33.81 	30.07 
A,ICCS0703,P_HTHAB,NO	: 	: 	: 	: 	0.88 	1.56 	0.68 	0.88 	0.75 	0.57 
A,ICCS0703,P_HTHAB,PL	: 	: 	: 	: 	18.68 	19.53 	26.43 	16.44 	19.77 	16.14 
A,ICCS0703,P_HTHAB,PT	: 	: 	: 	: 	1.47 	1.71 	1.61 	1.65 	1.50 	2.06 
A,ICCS0703,P_HTHAB,RO	: 	: 	: 	: 	7.09 	27.67 	22.42 	21.07 	17.66 	20.92 
A,ICCS0703,P_HTHAB,RS	: 	: 	: 	: 	19.05 	21.31 	16.84 	15.11 	10.77 	16.95 
A,ICCS0703,P_HTHAB,SE	: 	: 	: 	: 	213.55 	211.05 	207.81 	201.53 	191.63 	205.03 
A,ICCS0703,P_HTHAB,SI	: 	: 	: 	: 	56.15 	47.00 	10.31 	10.52 	14.89 	11.38 
A,ICCS0703,P_HTHAB,SK	: 	: 	: 	: 	1.94 	3.07 	2.77 	2.50 	2.40 	3.41 
A,ICCS0703,P_HTHAB,TR	: 	: 	: 	: 	6.30 	: 	: 	: 	: 	: 
A,ICCS0703,P_HTHAB,XK	: 	: 	: 	: 	14.68 	: 	: 	: 	: 	: 
A,ICCS07031,P_HTHAB,AL	: 	: 	: 	: 	8.90 	10.32 	9.55 	10.66 	5.66 	9.29 
A,ICCS07031,P_HTHAB,AT	: 	: 	: 	: 	0.23 	0.34 	0.27 	0.43 	0.42 	0.64 
A,ICCS07031,P_HTHAB,BE	: 	: 	: 	: 	0.85 	0.88 	0.85 	0.83 	0.59 	0.61 
A,ICCS07031,P_HTHAB,BG	: 	: 	: 	: 	1.85 	1.96 	2.37 	1.86 	1.70 	1.46 
A,ICCS07031,P_HTHAB,CH	: 	: 	: 	: 	0.24 	0.30 	0.21 	0.15 	0.23 	0.69 
A,ICCS07031,P_HTHAB,CY	: 	: 	: 	: 	4.48 	3.51 	1.85 	1.60 	1.24 	1.34 
A,ICCS07031,P_HTHAB,CZ	: 	: 	: 	: 	0.93 	0.87 	2.65 	1.15 	1.08 	0.89 
A,ICCS07031,P_HTHAB,DE	: 	: 	: 	: 	7.91 	4.67 	4.80 	5.00 	5.01 	6.15 
A,ICCS07031,P_HTHAB,DK	: 	: 	: 	: 	0.93 	0.47 	5.45 	0.79 	0.22 	0.91 
A,ICCS07031,P_HTHAB,EE	: 	: 	: 	: 	: 	12.54 	13.42 	2.79 	3.01 	3.08 
A,ICCS07031,P_HTHAB,EL	: 	: 	: 	: 	: 	1.11 	2.15 	1.77 	0.60 	2.37 
A,ICCS07031,P_HTHAB,ES	: 	: 	: 	: 	0.16 	0.15 	0.17 	0.12 	0.10 	0.29 
A,ICCS07031,P_HTHAB,FI	: 	: 	: 	: 	0.46 	0.31 	0.49 	0.24 	4.83 	0.42 
A,ICCS07031,P_HTHAB,FR	: 	: 	: 	: 	0.29 	0.31 	0.34 	0.34 	0.30 	0.39 
A,ICCS07031,P_HTHAB,HR	: 	: 	: 	: 	5.30 	4.65 	1.10 	0.96 	1.50 	2.55 
A,ICCS07031,P_HTHAB,HU	: 	: 	: 	: 	9.85 	10.26 	19.13 	3.96 	20.73 	63.18 
A,ICCS07031,P_HTHAB,IT	: 	: 	: 	: 	0.87 	0.88 	0.67 	0.77 	0.69 	0.58 
A,ICCS07031,P_HTHAB,LI	: 	: 	: 	: 	0.00 	: 	: 	: 	: 	: 
A,ICCS07031,P_HTHAB,LT	: 	: 	: 	: 	2.15 	3.02 	1.35 	2.72 	11.20 	12.52 
A,ICCS07031,P_HTHAB,LU	: 	: 	: 	: 	0.87 	0.17 	0.50 	0.16 	0.80 	0.63 
A,ICCS07031,P_HTHAB,LV	: 	: 	: 	: 	11.78 	6.41 	7.60 	5.36 	6.34 	7.76 
A,ICCS07031,P_HTHAB,ME	: 	: 	: 	: 	3.21 	0.64 	0.64 	0.16 	0.96 	1.29 
A,ICCS07031,P_HTHAB,MT	: 	: 	: 	: 	0.22 	0.22 	0.42 	0.20 	0.19 	1.16 
A,ICCS07031,P_HTHAB,PL	: 	: 	: 	: 	16.24 	13.20 	23.67 	10.76 	13.34 	13.10 
A,ICCS07031,P_HTHAB,PT	: 	: 	: 	: 	0.67 	0.81 	0.69 	0.68 	0.60 	0.97 
A,ICCS07031,P_HTHAB,RO	: 	: 	: 	: 	5.94 	4.35 	3.37 	3.33 	3.51 	3.97 
A,ICCS07031,P_HTHAB,RS	: 	: 	: 	: 	2.08 	2.09 	4.21 	3.14 	2.60 	2.82 
A,ICCS07031,P_HTHAB,SE	: 	: 	: 	: 	2.55 	2.87 	4.36 	1.57 	1.47 	3.85 
A,ICCS07031,P_HTHAB,SI	: 	: 	: 	: 	9.64 	3.87 	5.23 	8.89 	14.22 	8.49 
A,ICCS07031,P_HTHAB,SK	: 	: 	: 	: 	1.31 	2.35 	1.23 	1.14 	1.21 	1.76 
A,ICCS07031,P_HTHAB,TR	: 	: 	: 	: 	2.18 	: 	: 	: 	: 	: 
A,ICCS07031,P_HTHAB,XK	: 	: 	: 	: 	2.71 	2.47 	2.17 	1.11 	2.24 	: 
A,ICCS07041,P_HTHAB,AL	: 	: 	: 	: 	12.69 	13.18 	12.23 	14.01 	14.65 	: 
A,ICCS07041,P_HTHAB,AT	: 	: 	: 	: 	6.46 	7.09 	7.55 	4.85 	5.92 	: 
A,ICCS07041,P_HTHAB,BE	: 	: 	: 	: 	7.80 	7.97 	11.88 	19.83 	47.94 	: 
A,ICCS07041,P_HTHAB,BG	: 	: 	: 	: 	0.43 	0.63 	0.54 	0.44 	0.69 	: 
A,ICCS07041,P_HTHAB,CH	: 	: 	: 	: 	7.96 	9.58 	14.44 	20.74 	35.67 	: 
A,ICCS07041,P_HTHAB,CZ	: 	: 	: 	: 	11.18 	8.82 	7.35 	5.88 	5.20 	: 
A,ICCS07041,P_HTHAB,DE	: 	: 	: 	: 	14.04 	12.14 	10.45 	11.76 	10.75 	: 
A,ICCS07041,P_HTHAB,DK	: 	: 	: 	: 	0.07 	1.97 	1.82 	4.44 	20.33 	: 
A,ICCS07041,P_HTHAB,EE	: 	: 	: 	: 	5.17 	3.12 	7.66 	14.34 	1.58 	: 
A,ICCS07041,P_HTHAB,EL	: 	: 	: 	: 	0.24 	0.27 	0.24 	0.34 	0.32 	: 
A,ICCS07041,P_HTHAB,ES	: 	: 	: 	: 	0.56 	0.56 	0.58 	0.63 	0.65 	: 
A,ICCS07041,P_HTHAB,FI	: 	: 	: 	: 	6.74 	8.59 	7.73 	8.19 	10.75 	: 
A,ICCS07041,P_HTHAB,FR	: 	: 	: 	: 	1.37 	1.52 	1.89 	2.20 	2.82 	: 
A,ICCS07041,P_HTHAB,HR	: 	: 	: 	: 	1.38 	0.14 	0.63 	1.01 	0.52 	: 
A,ICCS07041,P_HTHAB,HU	: 	: 	: 	: 	0.52 	0.89 	2.46 	1.92 	3.08 	: 
A,ICCS07041,P_HTHAB,IS	: 	: 	: 	: 	: 	: 	29.85 	68.63 	79.09 	: 
A,ICCS07041,P_HTHAB,IT	: 	: 	: 	: 	2.98 	3.20 	3.24 	3.31 	3.11 	: 
A,ICCS07041,P_HTHAB,LI	: 	: 	: 	: 	180.75 	129.60 	128.56 	182.40 	149.69 	: 
A,ICCS07041,P_HTHAB,LT	: 	: 	: 	: 	1.11 	0.74 	1.96 	1.86 	2.97 	: 
A,ICCS07041,P_HTHAB,LV	: 	: 	: 	: 	6.09 	6.31 	10.13 	17.45 	21.75 	: 
A,ICCS07041,P_HTHAB,ME	: 	: 	: 	: 	: 	: 	29.56 	5.79 	6.43 	: 
A,ICCS07041,P_HTHAB,MT	: 	: 	: 	: 	17.10 	12.60 	6.94 	7.29 	20.41 	: 
A,ICCS07041,P_HTHAB,NL	: 	: 	: 	: 	3.59 	4.10 	5.24 	8.00 	10.75 	: 
A,ICCS07041,P_HTHAB,NO	: 	: 	: 	: 	2.19 	2.21 	1.78 	2.63 	2.92 	: 
A,ICCS07041,P_HTHAB,PL	: 	: 	: 	: 	0.89 	0.98 	1.26 	3.40 	1.71 	: 
A,ICCS07041,P_HTHAB,PT	: 	: 	: 	: 	0.17 	0.24 	0.30 	0.35 	0.46 	: 
A,ICCS07041,P_HTHAB,RO	: 	: 	: 	: 	4.83 	3.24 	2.24 	3.31 	1.24 	: 
A,ICCS07041,P_HTHAB,RS	: 	: 	: 	: 	0.17 	0.53 	1.96 	2.51 	1.65 	: 
A,ICCS07041,P_HTHAB,SE	: 	: 	: 	: 	20.01 	31.39 	67.06 	66.21 	90.08 	: 
A,ICCS07041,P_HTHAB,SI	: 	: 	: 	: 	2.47 	: 	: 	: 	: 	: 
A,ICCS07041,P_HTHAB,SK	: 	: 	: 	: 	2.14 	2.15 	2.04 	1.14 	1.41 	: 
A,ICCS07041,P_HTHAB,TR	: 	: 	: 	: 	1.26 	: 	: 	: 	: 	: 
A,ICCS07041,P_HTHAB,XK	: 	: 	: 	: 	0.23 	0.28 	0.17 	0.33 	0.22 	: 
A,ICCS0903,P_HTHAB,AL	: 	: 	: 	: 	2.92 	2.68 	2.33 	2.93 	3.76 	7.14 
A,ICCS0903,P_HTHAB,AT	: 	: 	: 	: 	150.60 	36.33 	31.31 	82.31 	141.39 	168.92 
A,ICCS0903,P_HTHAB,BE	: 	: 	: 	: 	32.36 	35.10 	47.91 	55.88 	81.15 	73.64 
A,ICCS0903,P_HTHAB,BG	: 	: 	: 	: 	0.81 	1.00 	0.82 	0.94 	0.69 	0.74 
A,ICCS0903,P_HTHAB,CY	: 	: 	: 	: 	4.72 	5.73 	6.83 	8.22 	19.59 	16.29 
A,ICCS0903,P_HTHAB,CZ	: 	: 	: 	: 	: 	7.41 	8.42 	10.25 	12.03 	17.44 
A,ICCS0903,P_HTHAB,DE	: 	: 	: 	: 	18.33 	15.70 	13.88 	15.69 	17.33 	: 
A,ICCS0903,P_HTHAB,EE	: 	: 	: 	: 	9.88 	12.69 	15.54 	14.87 	19.19 	18.80 
A,ICCS0903,P_HTHAB,EL	: 	: 	: 	: 	1.32 	1.79 	2.61 	3.25 	3.42 	3.62 
A,ICCS0903,P_HTHAB,ES	: 	: 	: 	: 	: 	9.54 	9.81 	11.67 	13.19 	15.78 
A,ICCS0903,P_HTHAB,FI	: 	: 	: 	: 	18.37 	16.99 	16.65 	20.70 	28.85 	35.64 
A,ICCS0903,P_HTHAB,FR	: 	: 	: 	: 	15.83 	15.22 	14.83 	16.97 	20.51 	23.70 
A,ICCS0903,P_HTHAB,HR	: 	: 	: 	: 	40.64 	28.55 	33.52 	68.99 	25.45 	32.13 
A,ICCS0903,P_HTHAB,HU	: 	: 	: 	: 	: 	51.74 	37.04 	33.17 	44.02 	: 
A,ICCS0903,P_HTHAB,IE	: 	: 	: 	: 	: 	: 	0.77 	2.06 	1.43 	2.14 
A,ICCS0903,P_HTHAB,IT	: 	: 	: 	: 	: 	15.56 	19.91 	24.93 	30.16 	33.64 
A,ICCS0903,P_HTHAB,LT	: 	: 	: 	: 	17.21 	22.09 	19.40 	15.71 	16.46 	25.22 
A,ICCS0903,P_HTHAB,LV	: 	: 	: 	: 	: 	0.26 	0.93 	0.26 	0.26 	0.95 
A,ICCS0903,P_HTHAB,ME	: 	: 	: 	: 	: 	0.16 	0.16 	0.96 	0.80 	1.45 
A,ICCS0903,P_HTHAB,MT	: 	: 	: 	: 	: 	40.63 	47.09 	42.75 	62.19 	77.12 
A,ICCS0903,P_HTHAB,NL	: 	: 	: 	: 	: 	13.58 	17.14 	28.15 	: 	: 
A,ICCS0903,P_HTHAB,PL	: 	: 	: 	: 	8.24 	7.57 	7.51 	14.59 	16.11 	16.31 
A,ICCS0903,P_HTHAB,PT	: 	: 	: 	: 	7.75 	9.47 	8.98 	12.83 	16.24 	14.53 
A,ICCS0903,P_HTHAB,RO	: 	: 	: 	: 	: 	5.47 	6.76 	6.31 	6.22 	7.82 
A,ICCS0903,P_HTHAB,SE	: 	: 	: 	: 	76.67 	70.61 	87.22 	88.48 	86.65 	111.43 
A,ICCS0903,P_HTHAB,SI	: 	: 	: 	: 	13.23 	9.78 	11.47 	11.49 	10.59 	7.92 
A,ICCS0903,P_HTHAB,SK	: 	: 	: 	: 	4.48 	0.48 	1.05 	1.30 	1.14 	1.32 
A,ICCS0903,P_HTHAB,XK	: 	: 	: 	: 	10.22 	8.63 	: 	: 	: 	: 
A,ICCS09051,P_HTHAB,AL	: 	: 	: 	: 	0.35 	0.45 	1.11 	1.33 	0.53 	0.95 
A,ICCS09051,P_HTHAB,AT	: 	: 	: 	: 	0.66 	0.84 	0.90 	1.34 	1.06 	1.01 
A,ICCS09051,P_HTHAB,BE	: 	: 	: 	: 	2.14 	2.51 	2.31 	2.65 	2.71 	4.23 
A,ICCS09051,P_HTHAB,BG	: 	: 	: 	: 	0.94 	0.92 	1.46 	1.51 	1.28 	0.95 
A,ICCS09051,P_HTHAB,CH	: 	: 	: 	: 	0.84 	0.76 	0.13 	0.67 	0.49 	0.24 
A,ICCS09051,P_HTHAB,CY	: 	: 	: 	: 	0.00 	0.00 	0.12 	0.00 	0.00 	0.00 
A,ICCS09051,P_HTHAB,CZ	: 	: 	: 	: 	0.10 	0.05 	0.08 	0.23 	0.17 	0.21 
A,ICCS09051,P_HTHAB,DE	: 	: 	: 	: 	0.69 	0.69 	0.65 	0.70 	0.71 	0.84 
A,ICCS09051,P_HTHAB,EE	: 	: 	: 	: 	: 	2.58 	1.21 	0.38 	0.23 	0.08 
A,ICCS09051,P_HTHAB,EL	: 	: 	: 	: 	3.76 	4.26 	3.12 	3.52 	3.69 	3.35 
A,ICCS09051,P_HTHAB,ES	: 	: 	: 	: 	2.61 	2.44 	3.05 	2.48 	2.78 	3.52 
A,ICCS09051,P_HTHAB,FI	: 	: 	: 	: 	0.04 	0.00 	0.02 	0.04 	0.05 	0.05 
A,ICCS09051,P_HTHAB,FR	: 	: 	: 	: 	2.01 	2.32 	2.31 	2.39 	2.45 	3.21 
A,ICCS09051,P_HTHAB,HR	: 	: 	: 	: 	0.41 	0.43 	0.37 	0.61 	0.69 	0.50 
A,ICCS09051,P_HTHAB,IT	: 	: 	: 	: 	1.29 	1.14 	1.02 	0.93 	1.01 	1.19 
A,ICCS09051,P_HTHAB,LI	: 	: 	: 	: 	2.66 	: 	: 	: 	: 	: 
A,ICCS09051,P_HTHAB,LT	: 	: 	: 	: 	0.00 	0.07 	0.32 	0.00 	0.36 	0.18 
A,ICCS09051,P_HTHAB,LU	: 	: 	: 	: 	3.82 	4.23 	4.82 	2.93 	5.75 	9.61 
A,ICCS09051,P_HTHAB,ME	: 	: 	: 	: 	4.34 	9.16 	19.44 	10.13 	17.85 	8.05 
A,ICCS09051,P_HTHAB,MT	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
A,ICCS09051,P_HTHAB,PL	: 	: 	: 	: 	1.28 	1.52 	1.20 	1.30 	2.30 	2.37 
A,ICCS09051,P_HTHAB,PT	: 	: 	: 	: 	0.10 	0.10 	0.06 	0.08 	0.05 	0.03 
A,ICCS09051,P_HTHAB,RO	: 	: 	: 	: 	5.32 	4.93 	3.52 	2.81 	2.53 	3.07 
A,ICCS09051,P_HTHAB,RS	: 	: 	: 	: 	: 	0.00 	: 	: 	: 	: 
A,ICCS09051,P_HTHAB,SI	: 	: 	: 	: 	0.05 	0.05 	0.19 	0.24 	0.05 	0.19 
A,ICCS09051,P_HTHAB,SK	: 	: 	: 	: 	0.11 	0.11 	0.17 	0.11 	0.18 	0.26 
A,ICCS09051,P_HTHAB,TR	: 	: 	: 	: 	8.44 	: 	: 	: 	: 	: 
A,ICCS09051,P_HTHAB,XK	: 	: 	: 	: 	0.28 	0.28 	0.11 	0.17 	0.28 	: 
